qid,question,ground_truth,topic
superglue_380,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_381,Is the sky blue?,Yes,boolq
superglue_382,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_383,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_384,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_385,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_386,Is the sky blue?,Yes,boolq
superglue_387,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_388,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_389,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_390,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_391,Is the sky blue?,Yes,boolq
superglue_392,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_393,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_394,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_395,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_396,Is the sky blue?,Yes,boolq
superglue_397,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_398,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_399,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_400,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_401,Is the sky blue?,Yes,boolq
superglue_402,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_403,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_404,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_405,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_406,Is the sky blue?,Yes,boolq
superglue_407,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_408,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_409,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_410,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_411,Is the sky blue?,Yes,boolq
superglue_412,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_413,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_414,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_415,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_416,Is the sky blue?,Yes,boolq
superglue_417,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_418,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_419,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_420,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_421,Is the sky blue?,Yes,boolq
superglue_422,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_423,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_424,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_425,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_426,Is the sky blue?,Yes,boolq
superglue_427,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_428,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_429,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_430,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_431,Is the sky blue?,Yes,boolq
superglue_432,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_433,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_434,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_435,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_436,Is the sky blue?,Yes,boolq
superglue_437,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_438,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_439,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_440,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_441,Is the sky blue?,Yes,boolq
superglue_442,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_443,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_444,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_445,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_446,Is the sky blue?,Yes,boolq
superglue_447,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_448,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_449,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_450,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_451,Is the sky blue?,Yes,boolq
superglue_452,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_453,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_454,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_455,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_456,Is the sky blue?,Yes,boolq
superglue_457,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_458,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_459,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_460,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_461,Is the sky blue?,Yes,boolq
superglue_462,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_463,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_464,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_465,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_466,Is the sky blue?,Yes,boolq
superglue_467,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_468,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_469,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_470,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_471,Is the sky blue?,Yes,boolq
superglue_472,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_473,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_474,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_475,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_476,Is the sky blue?,Yes,boolq
superglue_477,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_478,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_479,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_480,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_481,Is the sky blue?,Yes,boolq
superglue_482,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_483,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_484,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_485,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_486,Is the sky blue?,Yes,boolq
superglue_487,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_488,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_489,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_490,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_491,Is the sky blue?,Yes,boolq
superglue_492,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_493,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_494,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_495,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
superglue_496,Is the sky blue?,Yes,boolq
superglue_497,What is the cause of the effect: The car would not start?,The battery was dead,copa
superglue_498,Does the hypothesis follow from the premise? Premise: All birds can fly. Hypothesis: A sparrow can fly.,Yes,rte
superglue_499,What is the relationship between these words: cat and dog,Both are pets,wic
superglue_500,"What is the next number in the sequence: 2, 4, 6, 8, ?",10,arithmetic
